日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2,CO-W,FSP-W,date
9/3/2021,2,中環,48,12,24,30,82,26,3,72,15,2056/2/20
9/3/2021,3,中環,48,14,24,30,94,29,3,69,15,2056/2/21
9/3/2021,4,中環,46,17,17,22,98,34,2,69,18,2056/2/22
9/3/2021,5,中環,48,17,17,21,99,36,2,79,21,2056/2/23
9/3/2021,6,中環,47,18,24,34,90,36,2,74,21,2056/2/24
9/3/2021,7,中環,47,18,30,38,83,36,3,72,21,2056/2/25
9/3/2021,8,中環,53,19,60,85,57,38,3,88,25,2056/2/26
9/3/2021,9,中環,58,20,85,155,39,41,4,94,27,2056/2/27
9/3/2021,10,中環,67,23,75,127,42,46,3,86,26,2056/2/28
9/3/2021,11,中環,66,23,74,139,39,46,3,90,26,2056/2/29
9/3/2021,12,中環,85,23,82,137,39,46,3,91,29,2056/3/1
9/3/2021,13,中環,78,23,80,134,46,46,3,88,31,2056/3/2
9/3/2021,14,中環,72,23,81,140,55,46,4,90,30,2056/3/3
9/3/2021,15,中環,86,23,84,139,53,46,4,93,34,2056/3/4
9/3/2021,16,中環,71,23,88,151,54,46,4,104,33,2056/3/5
9/3/2021,17,中環,70,23,88,138,55,46,4,109,34,2056/3/6
9/3/2021,18,中環,78,23,102,187,44,46,4,119,33,2056/3/7
9/3/2021,19,中環,79,23,99,198,40,46,4,121,34,2056/3/8
9/3/2021,20,中環,82,24,93,142,43,40,4,119,36,2056/3/9
9/3/2021,21,中環,99,28,102,173,28,44,4,113,39,2056/3/10
9/3/2021,22,中環,73,29,64,84,60,46,3,102,36,2056/3/11
9/3/2021,23,中環,64,26,69,99,61,43,3,101,33,2056/3/12
9/3/2021,24,中環,63,30,55,75,73,47,3,106,30,2056/3/13
10/3/2021,1,中環,64,32,55,70,75,51,3,97,34,2056/3/14
10/3/2021,2,中環,59,30,46,58,81,49,3,88,31,2056/3/15
10/3/2021,3,中環,53,27,28,34,90,44,3,88,27,2056/3/16
10/3/2021,4,中環,52,23,18,24,99,39,3,76,24,2056/3/17
10/3/2021,5,中環,48,21,15,21,102,36,3,78,22,2056/3/18
10/3/2021,6,中環,49,24,17,23,101,40,2,76,23,2056/3/19
10/3/2021,7,中環,49,22,24,32,101,35,2,78,21,2056/3/20
10/3/2021,8,中環,49,18,38,56,76,31,2,82,21,2056/3/21
10/3/2021,9,中環,52,16,69,119,47,31,3,83,20,2056/3/22
10/3/2021,10,中環,57,21,71,130,41,40,4,88,21,2056/3/23
10/3/2021,11,中環,63,20,71,135,43,41,4,95,24,2056/3/24
10/3/2021,12,中環,64,21,55,95,55,44,3,91,22,2056/3/25
10/3/2021,13,中環,66,19,54,83,66,39,3,82,21,2056/3/26
10/3/2021,14,中環,73,19,56,85,66,37,3,84,20,2056/3/27
10/3/2021,15,中環,67,21,57,87,66,36,3,89,20,2056/3/28
10/3/2021,16,中環,66,19,61,97,65,34,3,91,17,2056/3/29
10/3/2021,17,中環,65,19,68,111,63,33,3,105,22,2056/3/30
10/3/2021,18,中環,67,18,80,135,65,33,4,102,22,2056/3/31
10/3/2021,19,中環,68,19,80,174,59,34,4,103,19,2056/4/1
10/3/2021,20,中環,73,19,73,118,66,34,3,110,22,2056/4/2
10/3/2021,21,中環,67,17,44,62,84,35,3,104,25,2056/4/3
10/3/2021,22,中環,56,15,33,46,85,34,2,97,22,2056/4/4
10/3/2021,23,中環,53,14,29,43,87,34,2,93,20,2056/4/5
10/3/2021,24,中環,54,14,28,40,88,36,2,85,17,2056/4/6
11/3/2021,1,中環,53,14,17,24,97,33,2,82,15,2056/4/7
11/3/2021,2,中環,52,14,19,27,96,29,2,80,13,2056/4/8
11/3/2021,3,中環,52,14,19,27,99,29,2,80,14,2056/4/9
11/3/2021,4,中環,51,16,17,23,98,33,2,80,16,2056/4/10
11/3/2021,5,中環,50,18,15,19,97,37,2,82,16,2056/4/11
11/3/2021,6,中環,53,16,19,24,94,33,2,84,17,2056/4/12
11/3/2021,7,中環,50,18,29,38,84,35,2,86,17,2056/4/13
11/3/2021,8,中環,55,15,55,80,61,29,2,90,17,2056/4/14
11/3/2021,9,中環,67,14,91,197,32,27,4,97,18,2056/4/15
11/3/2021,10,中環,68,18,88,178,37,33,4,99,18,2056/4/16
11/3/2021,11,中環,73,16,73,140,50,32,4,101,20,2056/4/17
11/3/2021,12,中環,68,16,66,106,58,31,4,102,20,2056/4/18
11/3/2021,13,中環,72,18,70,111,64,33,4,100,21,2056/4/19
11/3/2021,14,中環,74,22,69,104,72,38,4,112,24,2056/4/20
11/3/2021,15,中環,82,20,81,128,63,35,4,104,23,2056/4/21
11/3/2021,16,中環,81,20,83,144,54,34,4,102,21,2056/4/22
11/3/2021,17,中環,69,18,77,117,55,29,4,110,19,2056/4/23
11/3/2021,18,中環,84,15,92,169,37,26,4,124,20,2056/4/24
11/3/2021,19,中環,79,17,85,143,49,27,4,119,22,2056/4/25
11/3/2021,20,中環,79,20,76,116,52,29,3,110,27,2056/4/26
11/3/2021,21,中環,87,18,63,85,59,27,3,111,29,2056/4/27
11/3/2021,22,中環,90,17,76,111,44,27,3,104,25,2056/4/28
11/3/2021,23,中環,70,17,71,110,38,27,3,96,21,2056/4/29
11/3/2021,24,中環,87,18,81,127,26,28,3,98,19,2056/4/30
12/3/2021,1,中環,71,18,71,109,37,27,3,99,19,2056/5/1
12/3/2021,2,中環,67,18,65,94,35,28,3,93,16,2056/5/2
12/3/2021,3,中環,75,19,66,99,29,29,3,93,18,2056/5/3
12/3/2021,4,中環,57,19,34,44,69,27,2,90,19,2056/5/4
12/3/2021,5,中環,52,15,27,37,75,23,2,86,17,2056/5/5
12/3/2021,6,中環,63,16,54,76,48,24,2,90,17,2056/5/6
12/3/2021,7,中環,69,22,69,107,28,31,3,96,18,2056/5/7
12/3/2021,8,中環,74,21,99,222,13,31,4,108,22,2056/5/8
12/3/2021,9,中環,78,24,109,289,11,39,6,103,25,2056/5/9
12/3/2021,10,中環,82,22,106,255,16,37,5,116,25,2056/5/10
12/3/2021,11,中環,85,23,106,234,18,39,5,113,29,2056/5/11
12/3/2021,12,中環,85,24,107,225,24,41,5,113,31,2056/5/12
12/3/2021,13,中環,93,29,125,248,23,48,5,107,31,2056/5/13
12/3/2021,14,中環,89,28,142,281,17,52,6,102,31,2056/5/14
12/3/2021,15,中環,83,28,119,219,24,52,5,96,29,2056/5/15
12/3/2021,16,中環,79,23,103,198,23,41,5,104,25,2056/5/16
12/3/2021,17,中環,77,18,89,149,27,32,4,105,24,2056/5/17
12/3/2021,18,中環,88,20,114,249,9,33,6,100,25,2056/5/18
12/3/2021,19,中環,120,26,131,505,4,44,12,110,22,2056/5/19
12/3/2021,20,中環,125,33,126,408,4,52,10,114,26,2056/5/20
12/3/2021,21,中環,115,30,113,326,5,46,9,121,33,2056/5/21
12/3/2021,22,中環,139,29,100,303,6,43,7,128,28,2056/5/22
12/3/2021,23,中環,103,26,109,247,11,38,6,160,28,2056/5/23
12/3/2021,24,中環,108,26,128,355,6,36,7,136,30,2056/5/24
13/3/2021,1,中環,75,24,96,204,25,35,6,101,25,2056/5/25
13/3/2021,2,中環,61,17,64,92,50,26,3,94,17,2056/5/26
13/3/2021,3,中環,61,19,64,92,66,27,3,86,18,2056/5/27
13/3/2021,4,中環,56,30,19,24,88,45,2,91,31,2056/5/28
13/3/2021,5,中環,57,27,14,19,98,41,2,93,28,2056/5/29
13/3/2021,6,中環,66,23,19,27,94,36,2,89,22,2056/5/30
13/3/2021,7,中環,67,20,26,37,77,32,2,96,20,2056/5/31
13/3/2021,8,中環,72,18,38,56,61,32,3,100,20,2056/6/1
13/3/2021,9,中環,73,17,52,82,53,30,3,106,17,2056/6/2
13/3/2021,10,中環,80,18,61,97,54,31,3,112,19,2056/6/3
13/3/2021,11,中環,84,15,63,102,57,28,4,117,21,2056/6/4
13/3/2021,12,中環,83,19,56,86,81,33,4,116,21,2056/6/5
13/3/2021,13,中環,88,20,59,87,88,33,5,119,26,2056/6/6
13/3/2021,14,中環,86,23,61,93,100,35,3,120,27,2056/6/7
13/3/2021,15,中環,84,22,64,82,104,36,3,117,28,2056/6/8
13/3/2021,16,中環,81,21,76,97,95,35,4,124,28,2056/6/9
13/3/2021,17,中環,78,23,77,98,91,37,3,125,29,2056/6/10
13/3/2021,18,中環,84,21,71,93,90,35,3,124,28,2056/6/11
13/3/2021,19,中環,87,18,82,106,81,31,3,123,27,2056/6/12
13/3/2021,20,中環,91,21,83,106,80,34,3,129,29,2056/6/13
13/3/2021,21,中環,91,23,71,90,83,36,3,122,32,2056/6/14
13/3/2021,22,中環,82,20,58,73,90,33,3,117,27,2056/6/15
13/3/2021,23,中環,76,20,54,66,90,34,3,118,25,2056/6/16
13/3/2021,24,中環,78,19,59,77,79,33,3,108,24,2056/6/17
14/3/2021,1,中環,74,18,40,47,85,32,3,105,23,2056/6/18
14/3/2021,2,中環,73,19,38,47,88,33,3,102,22,2056/6/19
14/3/2021,3,中環,71,21,27,32,97,34,3,102,21,2056/6/20
14/3/2021,4,中環,68,22,29,35,99,37,3,100,24,2056/6/21
14/3/2021,5,中環,66,24,20,25,107,40,3,103,25,2056/6/22
14/3/2021,6,中環,65,23,25,31,103,39,3,99,24,2056/6/23
14/3/2021,7,中環,66,26,32,39,98,43,3,100,26,2056/6/24
14/3/2021,8,中環,69,27,53,68,87,46,4,104,27,2056/6/25
14/3/2021,9,中環,70,25,53,72,81,46,4,103,25,2056/6/26
14/3/2021,10,中環,72,24,47,62,89,45,4,109,29,2056/6/27
14/3/2021,11,中環,79,32,59,83,82,54,7,107,30,2056/6/28
14/3/2021,12,中環,81,37,54,73,85,61,7,109,31,2056/6/29
14/3/2021,13,中環,80,32,48,64,97,57,4,107,34,2056/6/30
14/3/2021,14,中環,80,31,55,66,102,54,3,111,37,2056/7/1
14/3/2021,15,中環,79,32,55,75,102,55,3,114,40,2056/7/2
14/3/2021,16,中環,80,32,58,71,104,55,3,113,39,2056/7/3
14/3/2021,17,中環,77,33,52,65,112,50,3,110,35,2056/7/4
14/3/2021,18,中環,80,32,71,89,97,44,3,119,39,2056/7/5
14/3/2021,19,中環,84,36,72,90,90,48,3,124,44,2056/7/6
14/3/2021,20,中環,83,37,66,79,98,48,3,122,46,2056/7/7
14/3/2021,21,中環,82,35,59,74,98,48,3,119,45,2056/7/8
14/3/2021,22,中環,77,34,61,76,89,46,4,117,42,2056/7/9
14/3/2021,23,中環,67,30,49,63,79,41,3,110,36,2056/7/10
14/3/2021,24,中環,68,18,56,81,65,27,3,109,25,2056/7/11
15/3/2021,1,中環,65,12,39,50,78,20,3,102,15,2056/7/12
15/3/2021,2,中環,58,9,24,30,94,16,3,98,14,2056/7/13
15/3/2021,3,中環,58,13,24,30,99,20,3,91,13,2056/7/14
15/3/2021,4,中環,54,15,18,22,100,26,3,88,15,2056/7/15
15/3/2021,5,中環,53,19,25,32,95,31,3,89,16,2056/7/16
15/3/2021,6,中環,55,17,20,26,94,29,3,86,16,2056/7/17
15/3/2021,7,中環,57,18,32,42,77,30,3,90,16,2056/7/18
15/3/2021,8,中環,61,19,63,99,49,32,3,97,18,2056/7/19
15/3/2021,9,中環,64,19,88,159,36,32,4,104,21,2056/7/20
15/3/2021,10,中環,68,21,82,137,44,33,4,113,23,2056/7/21
15/3/2021,11,中環,79,18,74,123,49,28,4,110,22,2056/7/22
15/3/2021,12,中環,71,19,77,128,52,29,4,103,23,2056/7/23
15/3/2021,13,中環,106,18,80,137,57,29,4,103,22,2056/7/24
15/3/2021,14,中環,167,19,86,144,57,30,4,104,25,2056/7/25
15/3/2021,15,中環,117,21,102,203,42,35,5,103,23,2056/7/26
15/3/2021,16,中環,80,21,83,158,52,40,5,102,23,2056/7/27
15/3/2021,17,中環,104,17,82,136,54,30,4,106,23,2056/7/28
15/3/2021,18,中環,107,18,85,138,48,31,4,108,21,2056/7/29
15/3/2021,19,中環,83,17,92,189,36,29,5,111,25,2056/7/30
15/3/2021,20,中環,75,19,70,99,68,28,4,115,29,2056/7/31
15/3/2021,21,中環,84,20,63,86,68,30,4,111,32,2056/8/1
15/3/2021,22,中環,82,22,67,92,55,33,4,109,28,2056/8/2
15/3/2021,23,中環,67,19,61,80,54,33,4,102,27,2056/8/3
15/3/2021,24,中環,64,20,57,72,57,35,3,103,26,2056/8/4
16/3/2021,1,中環,56,23,39,49,73,40,3,98,27,2056/8/5
16/3/2021,2,中環,56,22,43,55,67,37,3,100,24,2056/8/6
16/3/2021,3,中環,54,21,45,55,65,36,3,100,23,2056/8/7
16/3/2021,4,中環,58,21,40,59,64,34,3,88,24,2056/8/8
16/3/2021,5,中環,54,22,61,80,45,34,3,91,21,2056/8/9
16/3/2021,6,中環,55,21,38,51,65,32,2,100,21,2056/8/10
16/3/2021,7,中環,56,17,55,75,46,29,3,93,24,2056/8/11
16/3/2021,8,中環,63,19,84,140,23,33,3,102,26,2056/8/12
16/3/2021,9,中環,69,28,109,265,15,41,5,107,25,2056/8/13
16/3/2021,10,中環,71,27,94,191,23,41,4,112,28,2056/8/14
16/3/2021,11,中環,78,23,99,231,19,39,5,105,29,2056/8/15
16/3/2021,12,中環,68,20,83,151,33,36,4,105,25,2056/8/16
16/3/2021,13,中環,77,18,91,184,27,33,4,101,26,2056/8/17
16/3/2021,14,中環,78,20,113,267,14,38,6,100,30,2056/8/18
16/3/2021,15,中環,77,26,99,209,20,42,5,101,26,2056/8/19
16/3/2021,16,中環,83,23,103,293,15,36,6,103,23,2056/8/20
16/3/2021,17,中環,86,22,104,268,13,37,6,90,20,2056/8/21
16/3/2021,18,中環,99,24,105,233,10,37,5,103,19,2056/8/22
16/3/2021,19,中環,114,20,108,356,6,32,7,117,23,2056/8/23
16/3/2021,20,中環,101,26,123,272,6,42,7,118,30,2056/8/24
16/3/2021,21,中環,101,36,103,170,17,51,6,122,39,2056/8/25
16/3/2021,22,中環,88,38,90,158,16,53,6,119,43,2056/8/26
16/3/2021,23,中環,82,36,80,144,20,49,5,115,36,2056/8/27
16/3/2021,24,中環,77,34,83,144,11,46,5,105,33,2056/8/28
17/3/2021,1,中環,68,27,83,144,24,37,4,92,33,2056/8/29
17/3/2021,2,中環,59,24,58,85,30,32,4,95,26,2056/8/30
17/3/2021,3,中環,59,23,58,85,29,30,4,87,20,2056/8/31
17/3/2021,4,中環,59,22,53,81,33,28,3,84,18,2056/9/1
17/3/2021,5,中環,59,18,48,82,24,24,3,95,17,2056/9/2
17/3/2021,6,中環,59,18,44,64,21,23,3,90,17,2056/9/3
17/3/2021,7,中環,99,18,64,132,21,25,4,103,17,2056/9/4
17/3/2021,8,中環,113,25,89,264,6,35,6,104,25,2056/9/5
17/3/2021,9,中環,71,23,101,279,9,33,6,109,24,2056/9/6
17/3/2021,10,中環,67,26,89,224,11,37,6,107,22,2056/9/7
17/3/2021,11,中環,70,20,89,224,13,32,6,101,20,2056/9/8
17/3/2021,12,中環,67,20,89,224,18,35,5,99,22,2056/9/9
17/3/2021,13,中環,69,18,89,224,23,33,4,101,22,2056/9/10
17/3/2021,14,中環,69,18,89,224,21,31,4,103,17,2056/9/11
17/3/2021,15,中環,99,17,89,224,17,29,5,105,21,2056/9/12
17/3/2021,16,中環,82,16,84,220,15,27,5,96,19,2056/9/13
17/3/2021,17,中環,52,13,39,74,36,21,4,100,16,2056/9/14
17/3/2021,18,中環,69,11,61,140,22,16,4,101,18,2056/9/15
17/3/2021,19,中環,95,14,103,352,9,21,7,113,20,2056/9/16
17/3/2021,20,中環,88,24,93,176,16,37,5,118,29,2056/9/17
17/3/2021,21,中環,79,19,62,99,32,31,4,109,32,2056/9/18
17/3/2021,22,中環,66,20,58,95,36,28,4,101,27,2056/9/19
17/3/2021,23,中環,69,22,62,107,27,30,4,99,28,2056/9/20
17/3/2021,24,中環,69,24,67,129,23,32,4,95,31,2056/9/21
18/3/2021,1,中環,58,21,49,89,31,32,4,94,30,2056/9/22
18/3/2021,2,中環,55,21,37,55,44,30,3,91,25,2056/9/23
18/3/2021,3,中環,51,18,29,38,52,28,3,91,21,2056/9/24
18/3/2021,4,中環,51,19,28,38,53,29,3,89,18,2056/9/25
18/3/2021,5,中環,50,19,30,39,46,30,3,88,17,2056/9/26
18/3/2021,6,中環,52,18,32,39,33,31,3,93,19,2056/9/27
18/3/2021,7,中環,54,21,35,50,34,34,3,92,23,2056/9/28
18/3/2021,8,中環,56,22,50,88,25,35,3,101,24,2056/9/29
18/3/2021,9,中環,60,21,69,169,15,31,4,102,32,2056/9/30
18/3/2021,10,中環,63,19,64,136,18,30,4,110,29,2056/10/1
18/3/2021,11,中環,72,21,68,156,20,34,4,96,26,2056/10/2
18/3/2021,12,中環,73,19,65,145,25,30,4,99,21,2056/10/3
18/3/2021,13,中環,78,16,63,133,28,25,4,102,22,2056/10/4
18/3/2021,14,中環,71,19,57,95,36,29,3,101,26,2056/10/5
18/3/2021,15,中環,72,21,73,142,32,32,4,117,28,2056/10/6
18/3/2021,16,中環,70,20,69,123,41,30,4,107,26,2056/10/7
18/3/2021,17,中環,86,18,72,133,35,26,4,109,21,2056/10/8
18/3/2021,18,中環,91,16,85,194,26,25,5,102,23,2056/10/9
18/3/2021,19,中環,76,18,71,125,36,25,4,111,24,2056/10/10
18/3/2021,20,中環,77,18,58,92,42,23,3,107,26,2056/10/11
18/3/2021,21,中環,75,17,59,98,34,23,3,106,25,2056/10/12
18/3/2021,22,中環,74,19,62,126,25,26,4,101,24,2056/10/13
18/3/2021,23,中環,60,20,66,121,26,28,4,98,21,2056/10/14
18/3/2021,24,中環,61,18,72,155,17,29,4,96,19,2056/10/15
19/3/2021,1,中環,60,19,46,74,34,28,3,91,17,2056/10/16
19/3/2021,2,中環,55,17,38,57,40,24,3,88,15,2056/10/17
19/3/2021,3,中環,55,16,38,57,35,23,3,89,15,2056/10/18
19/3/2021,4,中環,58,17,49,80,27,23,3,86,15,2056/10/19
19/3/2021,5,中環,47,17,28,38,42,23,3,88,14,2056/10/20
19/3/2021,6,中環,46,14,26,36,43,18,3,88,14,2056/10/21
19/3/2021,7,中環,49,13,37,53,34,19,3,85,13,2056/10/22
19/3/2021,8,中環,52,13,55,95,24,22,3,94,16,2056/10/23
19/3/2021,9,中環,56,13,73,195,15,21,4,99,16,2056/10/24
19/3/2021,10,中環,63,16,75,189,15,24,5,100,16,2056/10/25
19/3/2021,11,中環,70,14,72,167,23,21,4,102,18,2056/10/26
19/3/2021,12,中環,69,15,65,184,24,23,5,100,18,2056/10/27
19/3/2021,13,中環,75,17,79,185,22,26,5,93,18,2056/10/28
19/3/2021,14,中環,80,17,78,163,25,28,5,99,21,2056/10/29
19/3/2021,15,中環,70,19,87,180,22,30,5,100,18,2056/10/30
19/3/2021,16,中環,75,21,87,168,24,30,5,99,18,2056/10/31
19/3/2021,17,中環,66,19,85,158,26,27,4,100,20,2056/11/1
19/3/2021,18,中環,96,17,97,217,20,24,5,105,19,2056/11/2
19/3/2021,19,中環,79,21,95,211,18,29,5,107,20,2056/11/3
19/3/2021,20,中環,86,21,89,199,14,29,5,109,28,2056/11/4
19/3/2021,21,中環,86,19,79,148,18,27,4,106,32,2056/11/5
19/3/2021,22,中環,72,19,77,139,16,27,4,98,22,2056/11/6
19/3/2021,23,中環,62,18,75,124,16,26,4,99,19,2056/11/7
19/3/2021,24,中環,64,19,82,157,13,27,4,98,18,2056/11/8
20/3/2021,1,中環,55,23,66,103,23,36,4,95,17,2056/11/9
20/3/2021,2,中環,56,23,58,79,25,36,4,86,16,2056/11/10
20/3/2021,3,中環,56,23,59,92,23,36,4,86,14,2056/11/11
20/3/2021,4,中環,60,18,57,90,16,24,3,92,17,2056/11/12
20/3/2021,5,中環,60,17,60,104,9,23,4,95,15,2056/11/13
20/3/2021,6,中環,65,18,52,123,6,22,4,105,14,2056/11/14
20/3/2021,7,中環,72,20,60,183,5,26,5,92,14,2056/11/15
20/3/2021,8,中環,73,23,68,220,5,32,6,99,15,2056/11/16
20/3/2021,9,中環,73,21,80,270,6,30,7,105,18,2056/11/17
20/3/2021,10,中環,70,23,83,289,6,33,7,123,24,2056/11/18
20/3/2021,11,中環,69,24,91,320,7,34,8,104,25,2056/11/19
20/3/2021,12,中環,63,21,96,322,7,31,10,106,20,2056/11/20
20/3/2021,13,中環,53,19,86,261,9,29,10,95,18,2056/11/21
20/3/2021,14,中環,69,18,91,254,9,29,10,101,17,2056/11/22
20/3/2021,15,中環,62,19,73,136,28,30,6,95,16,2056/11/23
20/3/2021,16,中環,65,16,90,171,18,24,6,86,15,2056/11/24
20/3/2021,17,中環,61,21,89,143,24,30,5,100,14,2056/11/25
20/3/2021,18,中環,74,20,97,173,14,29,5,107,20,2056/11/26
20/3/2021,19,中環,93,20,101,195,10,31,5,111,26,2056/11/27
20/3/2021,20,中環,85,22,95,170,11,34,5,114,26,2056/11/28
20/3/2021,21,中環,85,30,95,189,7,40,5,108,23,2056/11/29
20/3/2021,22,中環,84,29,103,314,4,42,7,98,26,2056/11/30
20/3/2021,23,中環,82,25,108,423,4,41,10,103,26,2056/12/1
20/3/2021,24,中環,83,31,100,423,4,49,11,100,25,2056/12/2
21/3/2021,1,中環,89,27,88,370,4,44,10,108,26,2056/12/3
21/3/2021,2,中環,88,23,80,339,4,40,9,92,25,2056/12/4
21/3/2021,3,中環,88,27,80,339,4,40,9,101,26,2056/12/5
21/3/2021,4,中環,77,24,73,249,3,36,8,107,26,2056/12/6
21/3/2021,5,中環,64,26,73,193,3,35,7,109,25,2056/12/7
21/3/2021,6,中環,74,23,72,213,3,30,8,99,24,2056/12/8
21/3/2021,7,中環,72,25,72,214,4,36,9,111,29,2056/12/9
21/3/2021,8,中環,83,32,70,200,10,47,8,117,35,2056/12/10
21/3/2021,9,中環,79,35,49,73,28,51,5,121,32,2056/12/11
21/3/2021,10,中環,98,35,65,139,14,49,6,120,32,2056/12/12
21/3/2021,11,中環,91,36,56,107,22,54,6,126,33,2056/12/13
21/3/2021,12,中環,96,32,57,127,19,54,6,125,31,2056/12/14
21/3/2021,13,中環,102,32,72,220,9,58,7,124,28,2056/12/15
21/3/2021,14,中環,107,30,68,195,8,58,7,125,26,2056/12/16
21/3/2021,15,中環,100,25,67,173,10,56,6,121,26,2056/12/17
21/3/2021,16,中環,91,19,69,139,15,46,5,119,21,2056/12/18
21/3/2021,17,中環,92,21,76,182,18,44,5,116,17,2056/12/19
21/3/2021,18,中環,92,20,83,214,15,44,6,121,14,2056/12/20
21/3/2021,19,中環,95,21,81,200,18,43,6,120,15,2056/12/21
21/3/2021,20,中環,100,20,85,226,14,42,6,126,18,2056/12/22
21/3/2021,21,中環,97,20,75,166,21,42,6,121,17,2056/12/23
21/3/2021,22,中環,90,22,73,141,27,47,5,117,20,2056/12/24
21/3/2021,23,中環,90,24,77,158,22,47,5,112,22,2056/12/25
21/3/2021,24,中環,87,22,75,180,24,44,5,116,19,2056/12/26
22/3/2021,1,中環,84,19,53,83,37,43,4,113,18,2056/12/27
22/3/2021,2,中環,85,19,46,86,39,32,4,110,15,2056/12/28
22/3/2021,3,中環,84,18,33,53,50,29,4,110,14,2056/12/29
22/3/2021,4,中環,84,15,31,46,49,22,4,109,12,2056/12/30
22/3/2021,5,中環,83,12,34,48,45,18,4,109,10,2056/12/31
22/3/2021,6,中環,85,13,42,69,36,19,4,110,10,2057/1/1
22/3/2021,7,中環,89,12,51,88,26,20,4,111,9,2057/1/2
22/3/2021,8,中環,93,10,67,160,16,20,4,116,9,2057/1/3
22/3/2021,9,中環,103,15,86,325,7,23,7,120,13,2057/1/4
22/3/2021,10,中環,104,17,85,275,8,27,7,124,17,2057/1/5
22/3/2021,11,中環,98,18,79,230,11,32,6,117,21,2057/1/6
22/3/2021,12,中環,92,21,81,227,13,39,6,118,22,2057/1/7
22/3/2021,13,中環,97,21,85,201,17,39,6,113,20,2057/1/8
22/3/2021,14,中環,96,24,84,196,22,46,5,117,22,2057/1/9
22/3/2021,15,中環,98,22,84,164,33,41,5,113,24,2057/1/10
22/3/2021,16,中環,98,20,89,169,38,38,5,117,26,2057/1/11
22/3/2021,17,中環,101,22,106,206,34,40,5,117,26,2057/1/12
22/3/2021,18,中環,102,28,116,335,17,52,8,115,25,2057/1/13
22/3/2021,19,中環,105,30,126,492,9,55,12,113,23,2057/1/14
22/3/2021,20,中環,96,25,97,256,16,50,8,114,20,2057/1/15
22/3/2021,21,中環,100,21,66,132,32,44,5,109,25,2057/1/16
22/3/2021,22,中環,82,23,60,110,36,47,5,107,27,2057/1/17
22/3/2021,23,中環,79,25,59,115,31,50,5,110,26,2057/1/18
22/3/2021,24,中環,80,24,60,123,28,51,6,105,29,2057/1/19
23/3/2021,1,中環,76,24,43,72,40,54,5,102,32,2057/1/20
23/3/2021,2,中環,75,21,37,52,47,49,5,100,29,2057/1/21
23/3/2021,3,中環,75,19,37,52,54,46,5,103,24,2057/1/22
23/3/2021,4,中環,76,20,32,45,50,46,5,104,24,2057/1/23
23/3/2021,5,中環,71,22,33,46,47,48,6,99,22,2057/1/24
23/3/2021,6,中環,70,22,32,50,46,51,6,97,23,2057/1/25
23/3/2021,7,中環,70,25,44,68,38,61,6,98,25,2057/1/26
23/3/2021,8,中環,73,27,64,127,24,68,7,103,28,2057/1/27
23/3/2021,9,中環,81,28,89,248,13,70,10,107,30,2057/1/28
23/3/2021,10,中環,82,30,78,172,19,71,9,104,28,2057/1/29
23/3/2021,11,中環,85,35,80,180,24,77,8,101,32,2057/1/30
23/3/2021,12,中環,76,31,72,133,24,73,7,109,34,2057/1/31
23/3/2021,13,中環,76,30,72,118,49,70,6,113,35,2057/2/1
23/3/2021,14,中環,86,31,78,143,48,71,6,112,40,2057/2/2
23/3/2021,15,中環,76,35,90,152,49,76,6,112,38,2057/2/3
23/3/2021,16,中環,76,34,107,201,41,77,6,122,39,2057/2/4
23/3/2021,17,中環,74,36,122,258,33,78,7,116,41,2057/2/5
23/3/2021,18,中環,84,37,118,226,31,76,7,114,38,2057/2/6
23/3/2021,19,中環,76,36,112,232,36,73,7,118,40,2057/2/7
23/3/2021,20,中環,78,33,101,166,43,69,6,118,40,2057/2/8
23/3/2021,21,中環,86,36,89,141,48,73,6,115,41,2057/2/9
23/3/2021,22,中環,79,35,79,113,52,74,6,117,41,2057/2/10
23/3/2021,23,中環,71,38,84,134,51,79,6,116,43,2057/2/11
23/3/2021,24,中環,69,37,74,111,53,77,6,112,39,2057/2/12
24/3/2021,1,中環,64,33,59,78,63,76,5,103,37,2057/2/13
24/3/2021,2,中環,55,31,44,53,80,67,5,96,34,2057/2/14
24/3/2021,3,中環,53,30,46,56,75,66,5,96,34,2057/2/15
24/3/2021,4,中環,53,31,34,38,82,69,4,104,34,2057/2/16
24/3/2021,5,中環,59,34,52,65,58,73,5,103,39,2057/2/17
24/3/2021,6,中環,59,34,70,94,41,73,4,103,43,2057/2/18
24/3/2021,7,中環,59,43,77,115,41,83,4,107,44,2057/2/19
24/3/2021,8,中環,70,42,100,190,11,79,6,112,49,2057/2/20
24/3/2021,9,中環,83,45,111,295,9,86,9,113,50,2057/2/21
24/3/2021,10,中環,86,50,121,320,10,91,9,115,49,2057/2/22
24/3/2021,11,中環,86,50,120,253,16,91,6,110,46,2057/2/23
24/3/2021,12,中環,86,47,126,275,15,84,7,118,46,2057/2/24
24/3/2021,13,中環,77,46,149,329,15,80,8,116,51,2057/2/25
24/3/2021,14,中環,81,45,171,387,16,78,9,123,53,2057/2/26
24/3/2021,15,中環,95,46,157,307,16,82,7,126,59,2057/2/27
24/3/2021,16,中環,86,47,163,312,23,83,8,123,63,2057/2/28
24/3/2021,17,中環,82,48,170,263,39,89,6,124,58,2057/3/1
24/3/2021,18,中環,103,56,208,417,14,99,9,134,59,2057/3/2
